cancer_group,year,sex,count,icd_codes,lower_age,upper_age,datatype
Melanoma of the skin,1977.0,Males,4.0,C43,20,24,Mortality
Melanoma of the skin,1977.0,Males,12.0,C43,25,29,Mortality
Melanoma of the skin,1977.0,Males,16.0,C43,30,34,Mortality
Melanoma of the skin,1977.0,Males,20.0,C43,35,39,Mortality
Melanoma of the skin,1977.0,Males,17.0,C43,40,44,Mortality
Melanoma of the skin,1977.0,Males,28.0,C43,45,49,Mortality
Melanoma of the skin,1977.0,Males,30.0,C43,50,54,Mortality
Melanoma of the skin,1977.0,Males,34.0,C43,55,59,Mortality
Melanoma of the skin,1977.0,Males,40.0,C43,60,64,Mortality
Melanoma of the skin,1977.0,Males,36.0,C43,65,69,Mortality
Melanoma of the skin,1977.0,Males,28.0,C43,70,74,Mortality
Melanoma of the skin,1977.0,Males,20.0,C43,75,79,Mortality
Melanoma of the skin,1977.0,Males,13.0,C43,80,84,Mortality
Melanoma of the skin,1977.0,Males,6.0,C43,85,89,Mortality
Melanoma of the skin,1977.0,Males,3.0,C43,90,100,Mortality
Melanoma of the skin,1978.0,Males,0.0,C43,0,4,Mortality
Melanoma of the skin,1978.0,Males,0.0,C43,5,9,Mortality
Melanoma of the skin,1978.0,Males,0.0,C43,10,14,Mortality
Melanoma of the skin,1978.0,Males,2.0,C43,15,19,Mortality
Melanoma of the skin,1978.0,Males,9.0,C43,20,24,Mortality
Melanoma of the skin,1978.0,Males,8.0,C43,25,29,Mortality
Melanoma of the skin,1978.0,Males,23.0,C43,30,34,Mortality
Melanoma of the skin,1978.0,Males,25.0,C43,35,39,Mortality
Melanoma of the skin,1978.0,Males,24.0,C43,40,44,Mortality
Melanoma of the skin,1978.0,Males,24.0,C43,45,49,Mortality
Melanoma of the skin,1978.0,Males,38.0,C43,50,54,Mortality
Melanoma of the skin,1978.0,Males,34.0,C43,55,59,Mortality
Melanoma of the skin,1978.0,Males,32.0,C43,60,64,Mortality
Melanoma of the skin,1978.0,Males,32.0,C43,65,69,Mortality
Melanoma of the skin,1978.0,Males,35.0,C43,70,74,Mortality
Melanoma of the skin,1978.0,Males,8.0,C43,75,79,Mortality
Melanoma of the skin,1978.0,Males,10.0,C43,80,84,Mortality
Melanoma of the skin,1978.0,Males,6.0,C43,85,89,Mortality
Melanoma of the skin,1978.0,Males,2.0,C43,90,100,Mortality
Melanoma of the skin,1979.0,Males,0.0,C43,0,4,Mortality
Melanoma of the skin,1979.0,Males,0.0,C43,5,9,Mortality
Melanoma of the skin,1979.0,Males,0.0,C43,10,14,Mortality
Melanoma of the skin,1979.0,Males,1.0,C43,15,19,Mortality
Melanoma of the skin,1979.0,Males,3.0,C43,20,24,Mortality
Melanoma of the skin,1979.0,Males,11.0,C43,25,29,Mortality
Melanoma of the skin,1979.0,Males,25.0,C43,30,34,Mortality
Melanoma of the skin,1979.0,Males,19.0,C43,35,39,Mortality
Melanoma of the skin,1979.0,Males,20.0,C43,40,44,Mortality
Melanoma of the skin,1979.0,Males,27.0,C43,45,49,Mortality
Melanoma of the skin,1979.0,Males,35.0,C43,50,54,Mortality
Melanoma of the skin,1979.0,Males,53.0,C43,55,59,Mortality
Melanoma of the skin,1979.0,Males,35.0,C43,60,64,Mortality
Melanoma of the skin,1979.0,Males,38.0,C43,65,69,Mortality
Melanoma of the skin,1979.0,Males,31.0,C43,70,74,Mortality
Melanoma of the skin,1979.0,Males,19.0,C43,75,79,Mortality
Melanoma of the skin,1979.0,Males,8.0,C43,80,84,Mortality
Melanoma of the skin,1979.0,Males,4.0,C43,85,89,Mortality
Melanoma of the skin,1979.0,Males,1.0,C43,90,100,Mortality
Melanoma of the skin,1980.0,Males,0.0,C43,0,4,Mortality
Melanoma of the skin,1980.0,Males,0.0,C43,5,9,Mortality
Melanoma of the skin,1980.0,Males,0.0,C43,10,14,Mortality
Melanoma of the skin,1980.0,Males,3.0,C43,15,19,Mortality
Melanoma of the skin,1980.0,Males,3.0,C43,20,24,Mortality
Melanoma of the skin,1980.0,Males,12.0,C43,25,29,Mortality
Melanoma of the skin,1980.0,Males,21.0,C43,30,34,Mortality
Melanoma of the skin,1980.0,Males,17.0,C43,35,39,Mortality
Melanoma of the skin,1980.0,Males,16.0,C43,40,44,Mortality
Melanoma of the skin,1980.0,Males,24.0,C43,45,49,Mortality
Melanoma of the skin,1980.0,Males,34.0,C43,50,54,Mortality
Melanoma of the skin,1980.0,Males,44.0,C43,55,59,Mortality
Melanoma of the skin,1980.0,Males,47.0,C43,60,64,Mortality
Melanoma of the skin,1980.0,Males,40.0,C43,65,69,Mortality
Melanoma of the skin,1980.0,Males,41.0,C43,70,74,Mortality
Melanoma of the skin,1980.0,Males,22.0,C43,75,79,Mortality
Melanoma of the skin,1980.0,Males,9.0,C43,80,84,Mortality
Melanoma of the skin,1980.0,Males,4.0,C43,85,89,Mortality
Melanoma of the skin,1980.0,Males,2.0,C43,90,100,Mortality
Melanoma of the skin,1981.0,Males,0.0,C43,0,4,Mortality
Melanoma of the skin,1981.0,Males,0.0,C43,5,9,Mortality
Melanoma of the skin,1981.0,Males,1.0,C43,10,14,Mortality
Melanoma of the skin,1981.0,Males,1.0,C43,15,19,Mortality
Melanoma of the skin,1981.0,Males,4.0,C43,20,24,Mortality
Melanoma of the skin,1981.0,Males,20.0,C43,25,29,Mortality
Melanoma of the skin,1981.0,Males,22.0,C43,30,34,Mortality
Melanoma of the skin,1981.0,Males,19.0,C43,35,39,Mortality
Melanoma of the skin,1981.0,Males,15.0,C43,40,44,Mortality
Melanoma of the skin,1981.0,Males,27.0,C43,45,49,Mortality
Melanoma of the skin,1981.0,Males,32.0,C43,50,54,Mortality
Melanoma of the skin,1981.0,Males,52.0,C43,55,59,Mortality
Melanoma of the skin,1981.0,Males,42.0,C43,60,64,Mortality
Melanoma of the skin,1981.0,Males,44.0,C43,65,69,Mortality
Melanoma of the skin,1981.0,Males,41.0,C43,70,74,Mortality
Melanoma of the skin,1981.0,Males,29.0,C43,75,79,Mortality
Melanoma of the skin,1981.0,Males,13.0,C43,80,84,Mortality
Melanoma of the skin,1981.0,Males,2.0,C43,85,89,Mortality
Melanoma of the skin,1981.0,Males,0.0,C43,90,100,Mortality
Melanoma of the skin,1982.0,Males,0.0,C43,0,4,Mortality
Melanoma of the skin,1982.0,Males,0.0,C43,5,9,Mortality
Melanoma of the skin,1982.0,Males,1.0,C43,10,14,Mortality
Melanoma of the skin,1982.0,Males,3.0,C43,15,19,Mortality
Melanoma of the skin,1982.0,Males,7.0,C43,20,24,Mortality
Melanoma of the skin,1982.0,Males,5.0,C43,25,29,Mortality
Melanoma of the skin,1982.0,Males,19.0,C43,30,34,Mortality
Melanoma of the skin,1982.0,Males,25.0,C43,35,39,Mortality
Melanoma of the skin,1982.0,Males,23.0,C43,40,44,Mortality
Melanoma of the skin,1982.0,Males,30.0,C43,45,49,Mortality
Melanoma of the skin,1982.0,Males,39.0,C43,50,54,Mortality
Melanoma of the skin,1982.0,Males,42.0,C43,55,59,Mortality
Melanoma of the skin,1982.0,Males,36.0,C43,60,64,Mortality
Melanoma of the skin,1982.0,Males,59.0,C43,65,69,Mortality
Melanoma of the skin,1982.0,Males,49.0,C43,70,74,Mortality
Melanoma of the skin,1982.0,Males,21.0,C43,75,79,Mortality
Melanoma of the skin,1982.0,Males,14.0,C43,80,84,Mortality
Melanoma of the skin,1982.0,Males,5.0,C43,85,89,Mortality
Melanoma of the skin,1982.0,Males,2.0,C43,90,100,Mortality
Melanoma of the skin,1983.0,Males,0.0,C43,0,4,Mortality
Melanoma of the skin,1983.0,Males,0.0,C43,5,9,Mortality
Melanoma of the skin,1983.0,Males,0.0,C43,10,14,Mortality
Melanoma of the skin,1983.0,Males,1.0,C43,15,19,Mortality
Melanoma of the skin,1983.0,Males,7.0,C43,20,24,Mortality
Melanoma of the skin,1983.0,Males,7.0,C43,25,29,Mortality
Melanoma of the skin,1983.0,Males,21.0,C43,30,34,Mortality
Melanoma of the skin,1983.0,Males,22.0,C43,35,39,Mortality
Melanoma of the skin,1983.0,Males,24.0,C43,40,44,Mortality
Melanoma of the skin,1983.0,Males,16.0,C43,45,49,Mortality
Melanoma of the skin,1983.0,Males,35.0,C43,50,54,Mortality
Melanoma of the skin,1983.0,Males,43.0,C43,55,59,Mortality
Melanoma of the skin,1983.0,Males,51.0,C43,60,64,Mortality
Melanoma of the skin,1983.0,Males,43.0,C43,65,69,Mortality
Melanoma of the skin,1983.0,Males,42.0,C43,70,74,Mortality
Melanoma of the skin,1983.0,Males,24.0,C43,75,79,Mortality
Melanoma of the skin,1983.0,Males,18.0,C43,80,84,Mortality
Melanoma of the skin,1983.0,Males,7.0,C43,85,89,Mortality
Melanoma of the skin,1983.0,Males,1.0,C43,90,100,Mortality
Melanoma of the skin,1984.0,Males,0.0,C43,0,4,Mortality
Melanoma of the skin,1984.0,Males,0.0,C43,5,9,Mortality
Melanoma of the skin,1984.0,Males,0.0,C43,10,14,Mortality
Melanoma of the skin,1984.0,Males,2.0,C43,15,19,Mortality
Melanoma of the skin,1984.0,Males,6.0,C43,20,24,Mortality
Melanoma of the skin,1984.0,Males,13.0,C43,25,29,Mortality
Melanoma of the skin,1984.0,Males,19.0,C43,30,34,Mortality
Melanoma of the skin,1984.0,Males,21.0,C43,35,39,Mortality
Melanoma of the skin,1984.0,Males,21.0,C43,40,44,Mortality
Melanoma of the skin,1984.0,Males,27.0,C43,45,49,Mortality
Melanoma of the skin,1984.0,Males,39.0,C43,50,54,Mortality
Melanoma of the skin,1984.0,Males,49.0,C43,55,59,Mortality
Melanoma of the skin,1984.0,Males,59.0,C43,60,64,Mortality
Melanoma of the skin,1984.0,Males,52.0,C43,65,69,Mortality
Melanoma of the skin,1984.0,Males,36.0,C43,70,74,Mortality
Melanoma of the skin,1984.0,Males,29.0,C43,75,79,Mortality
Melanoma of the skin,1984.0,Males,14.0,C43,80,84,Mortality
Melanoma of the skin,1984.0,Males,6.0,C43,85,89,Mortality
Melanoma of the skin,1984.0,Males,4.0,C43,90,100,Mortality
Melanoma of the skin,1985.0,Males,1.0,C43,0,4,Mortality
Melanoma of the skin,1985.0,Males,0.0,C43,5,9,Mortality
Melanoma of the skin,1985.0,Males,0.0,C43,10,14,Mortality
Melanoma of the skin,1985.0,Males,5.0,C43,15,19,Mortality
Melanoma of the skin,1985.0,Males,6.0,C43,20,24,Mortality
Melanoma of the skin,1985.0,Males,14.0,C43,25,29,Mortality
Melanoma of the skin,1985.0,Males,14.0,C43,30,34,Mortality
Melanoma of the skin,1985.0,Males,27.0,C43,35,39,Mortality
Melanoma of the skin,1985.0,Males,21.0,C43,40,44,Mortality
Melanoma of the skin,1985.0,Males,25.0,C43,45,49,Mortality
Melanoma of the skin,1985.0,Males,36.0,C43,50,54,Mortality
Melanoma of the skin,1985.0,Males,41.0,C43,55,59,Mortality
Melanoma of the skin,1985.0,Males,53.0,C43,60,64,Mortality
Melanoma of the skin,1985.0,Males,51.0,C43,65,69,Mortality
Melanoma of the skin,1985.0,Males,47.0,C43,70,74,Mortality
Melanoma of the skin,1985.0,Males,27.0,C43,75,79,Mortality
Melanoma of the skin,1985.0,Males,22.0,C43,80,84,Mortality
Melanoma of the skin,1985.0,Males,11.0,C43,85,89,Mortality
Melanoma of the skin,1985.0,Males,2.0,C43,90,100,Mortality
Melanoma of the skin,1986.0,Males,0.0,C43,0,4,Mortality
Melanoma of the skin,1986.0,Males,0.0,C43,5,9,Mortality
Melanoma of the skin,1986.0,Males,0.0,C43,10,14,Mortality
Melanoma of the skin,1986.0,Males,3.0,C43,15,19,Mortality
Melanoma of the skin,1986.0,Males,6.0,C43,20,24,Mortality
Melanoma of the skin,1986.0,Males,9.0,C43,25,29,Mortality
Melanoma of the skin,1986.0,Males,26.0,C43,30,34,Mortality
Melanoma of the skin,1986.0,Males,20.0,C43,35,39,Mortality
Melanoma of the skin,1986.0,Males,24.0,C43,40,44,Mortality
Melanoma of the skin,1986.0,Males,21.0,C43,45,49,Mortality
Melanoma of the skin,1986.0,Males,32.0,C43,50,54,Mortality
Melanoma of the skin,1986.0,Males,39.0,C43,55,59,Mortality
Melanoma of the skin,1986.0,Males,42.0,C43,60,64,Mortality
Melanoma of the skin,1986.0,Males,51.0,C43,65,69,Mortality
Melanoma of the skin,1986.0,Males,59.0,C43,70,74,Mortality
Melanoma of the skin,1986.0,Males,48.0,C43,75,79,Mortality
Melanoma of the skin,1986.0,Males,21.0,C43,80,84,Mortality
Melanoma of the skin,1986.0,Males,12.0,C43,85,89,Mortality
Melanoma of the skin,1986.0,Males,5.0,C43,90,100,Mortality
Melanoma of the skin,1987.0,Males,0.0,C43,0,4,Mortality
Melanoma of the skin,1987.0,Males,0.0,C43,5,9,Mortality
Melanoma of the skin,1987.0,Males,0.0,C43,10,14,Mortality
Melanoma of the skin,1987.0,Males,2.0,C43,15,19,Mortality
Melanoma of the skin,1987.0,Males,6.0,C43,20,24,Mortality
Melanoma of the skin,1987.0,Males,13.0,C43,25,29,Mortality
Melanoma of the skin,1987.0,Males,30.0,C43,30,34,Mortality
Melanoma of the skin,1987.0,Males,24.0,C43,35,39,Mortality
Melanoma of the skin,1987.0,Males,30.0,C43,40,44,Mortality
Melanoma of the skin,1987.0,Males,26.0,C43,45,49,Mortality
Melanoma of the skin,1987.0,Males,33.0,C43,50,54,Mortality
Melanoma of the skin,1987.0,Males,54.0,C43,55,59,Mortality
Melanoma of the skin,1987.0,Males,63.0,C43,60,64,Mortality
Melanoma of the skin,1987.0,Males,55.0,C43,65,69,Mortality
Melanoma of the skin,1987.0,Males,70.0,C43,70,74,Mortality
Melanoma of the skin,1987.0,Males,52.0,C43,75,79,Mortality
Melanoma of the skin,1987.0,Males,37.0,C43,80,84,Mortality
Melanoma of the skin,1987.0,Males,15.0,C43,85,89,Mortality
Melanoma of the skin,1987.0,Males,7.0,C43,90,100,Mortality
Melanoma of the skin,1988.0,Males,0.0,C43,0,4,Mortality
Melanoma of the skin,1988.0,Males,0.0,C43,5,9,Mortality
Melanoma of the skin,1988.0,Males,0.0,C43,10,14,Mortality
Melanoma of the skin,1988.0,Males,2.0,C43,15,19,Mortality
Melanoma of the skin,1988.0,Males,3.0,C43,20,24,Mortality
Melanoma of the skin,1988.0,Males,10.0,C43,25,29,Mortality
Melanoma of the skin,1988.0,Males,18.0,C43,30,34,Mortality
Melanoma of the skin,1988.0,Males,25.0,C43,35,39,Mortality
Melanoma of the skin,1988.0,Males,32.0,C43,40,44,Mortality
Melanoma of the skin,1988.0,Males,25.0,C43,45,49,Mortality
Melanoma of the skin,1988.0,Males,44.0,C43,50,54,Mortality
Melanoma of the skin,1988.0,Males,57.0,C43,55,59,Mortality
Melanoma of the skin,1988.0,Males,57.0,C43,60,64,Mortality
Melanoma of the skin,1988.0,Males,65.0,C43,65,69,Mortality
Melanoma of the skin,1988.0,Males,59.0,C43,70,74,Mortality
Melanoma of the skin,1988.0,Males,40.0,C43,75,79,Mortality
Melanoma of the skin,1988.0,Males,21.0,C43,80,84,Mortality
Melanoma of the skin,1988.0,Males,20.0,C43,85,89,Mortality
Melanoma of the skin,1988.0,Males,1.0,C43,90,100,Mortality
Melanoma of the skin,1989.0,Males,0.0,C43,0,4,Mortality
Melanoma of the skin,1989.0,Males,0.0,C43,5,9,Mortality
Melanoma of the skin,1989.0,Males,0.0,C43,10,14,Mortality
Melanoma of the skin,1989.0,Males,3.0,C43,15,19,Mortality
Melanoma of the skin,1989.0,Males,2.0,C43,20,24,Mortality
Melanoma of the skin,1989.0,Males,7.0,C43,25,29,Mortality
Melanoma of the skin,1989.0,Males,15.0,C43,30,34,Mortality
Melanoma of the skin,1989.0,Males,22.0,C43,35,39,Mortality
Melanoma of the skin,1989.0,Males,22.0,C43,40,44,Mortality
Melanoma of the skin,1989.0,Males,33.0,C43,45,49,Mortality
Melanoma of the skin,1989.0,Males,39.0,C43,50,54,Mortality
Melanoma of the skin,1989.0,Males,54.0,C43,55,59,Mortality
Melanoma of the skin,1989.0,Males,60.0,C43,60,64,Mortality
Melanoma of the skin,1989.0,Males,67.0,C43,65,69,Mortality
Melanoma of the skin,1989.0,Males,70.0,C43,70,74,Mortality
Melanoma of the skin,1989.0,Males,58.0,C43,75,79,Mortality
Melanoma of the skin,1989.0,Males,33.0,C43,80,84,Mortality
Melanoma of the skin,1989.0,Males,13.0,C43,85,89,Mortality
Melanoma of the skin,1989.0,Males,3.0,C43,90,100,Mortality
Melanoma of the skin,1990.0,Males,1.0,C43,0,4,Mortality
Melanoma of the skin,1990.0,Males,0.0,C43,5,9,Mortality
Melanoma of the skin,1990.0,Males,0.0,C43,10,14,Mortality
Melanoma of the skin,1990.0,Males,1.0,C43,15,19,Mortality
Melanoma of the skin,1990.0,Males,3.0,C43,20,24,Mortality
Melanoma of the skin,1990.0,Males,9.0,C43,25,29,Mortality
Melanoma of the skin,1990.0,Males,15.0,C43,30,34,Mortality
Melanoma of the skin,1990.0,Males,21.0,C43,35,39,Mortality
Melanoma of the skin,1990.0,Males,28.0,C43,40,44,Mortality
Melanoma of the skin,1990.0,Males,38.0,C43,45,49,Mortality
Melanoma of the skin,1990.0,Males,49.0,C43,50,54,Mortality
Melanoma of the skin,1990.0,Males,49.0,C43,55,59,Mortality
Melanoma of the skin,1990.0,Males,60.0,C43,60,64,Mortality
Melanoma of the skin,1990.0,Males,70.0,C43,65,69,Mortality
Melanoma of the skin,1990.0,Males,60.0,C43,70,74,Mortality
Melanoma of the skin,1990.0,Males,58.0,C43,75,79,Mortality
Melanoma of the skin,1990.0,Males,31.0,C43,80,84,Mortality
Melanoma of the skin,1990.0,Males,16.0,C43,85,89,Mortality
Melanoma of the skin,1990.0,Males,3.0,C43,90,100,Mortality
Melanoma of the skin,1991.0,Males,0.0,C43,0,4,Mortality
Melanoma of the skin,1991.0,Males,0.0,C43,5,9,Mortality
Melanoma of the skin,1991.0,Males,0.0,C43,10,14,Mortality
Melanoma of the skin,1991.0,Males,1.0,C43,15,19,Mortality
Melanoma of the skin,1991.0,Males,3.0,C43,20,24,Mortality
Melanoma of the skin,1991.0,Males,3.0,C43,25,29,Mortality
Melanoma of the skin,1991.0,Males,17.0,C43,30,34,Mortality
Melanoma of the skin,1991.0,Males,19.0,C43,35,39,Mortality
Melanoma of the skin,1991.0,Males,33.0,C43,40,44,Mortality
Melanoma of the skin,1991.0,Males,26.0,C43,45,49,Mortality
Melanoma of the skin,1991.0,Males,50.0,C43,50,54,Mortality
Melanoma of the skin,1991.0,Males,40.0,C43,55,59,Mortality
Melanoma of the skin,1991.0,Males,64.0,C43,60,64,Mortality
Melanoma of the skin,1991.0,Males,71.0,C43,65,69,Mortality
Melanoma of the skin,1991.0,Males,63.0,C43,70,74,Mortality
Melanoma of the skin,1991.0,Males,61.0,C43,75,79,Mortality
Melanoma of the skin,1991.0,Males,35.0,C43,80,84,Mortality
Melanoma of the skin,1991.0,Males,19.0,C43,85,89,Mortality
Melanoma of the skin,1991.0,Males,7.0,C43,90,100,Mortality
Melanoma of the skin,1992.0,Males,1.0,C43,0,4,Mortality
Melanoma of the skin,1992.0,Males,0.0,C43,5,9,Mortality
Melanoma of the skin,1992.0,Males,1.0,C43,10,14,Mortality
Melanoma of the skin,1992.0,Males,0.0,C43,15,19,Mortality
Melanoma of the skin,1992.0,Males,5.0,C43,20,24,Mortality
Melanoma of the skin,1992.0,Males,8.0,C43,25,29,Mortality
Melanoma of the skin,1992.0,Males,19.0,C43,30,34,Mortality
Melanoma of the skin,1992.0,Males,22.0,C43,35,39,Mortality
Melanoma of the skin,1992.0,Males,23.0,C43,40,44,Mortality
Melanoma of the skin,1992.0,Males,37.0,C43,45,49,Mortality
Melanoma of the skin,1992.0,Males,25.0,C43,50,54,Mortality
Melanoma of the skin,1992.0,Males,39.0,C43,55,59,Mortality
Melanoma of the skin,1992.0,Males,59.0,C43,60,64,Mortality
Melanoma of the skin,1992.0,Males,66.0,C43,65,69,Mortality
Melanoma of the skin,1992.0,Males,77.0,C43,70,74,Mortality
Melanoma of the skin,1992.0,Males,66.0,C43,75,79,Mortality
Melanoma of the skin,1992.0,Males,47.0,C43,80,84,Mortality
Melanoma of the skin,1992.0,Males,22.0,C43,85,89,Mortality
Melanoma of the skin,1992.0,Males,6.0,C43,90,100,Mortality
Melanoma of the skin,1993.0,Males,0.0,C43,0,4,Mortality
Melanoma of the skin,1993.0,Males,0.0,C43,5,9,Mortality
Melanoma of the skin,1993.0,Males,0.0,C43,10,14,Mortality
Melanoma of the skin,1993.0,Males,2.0,C43,15,19,Mortality
Melanoma of the skin,1993.0,Males,6.0,C43,20,24,Mortality
Melanoma of the skin,1993.0,Males,10.0,C43,25,29,Mortality
Melanoma of the skin,1993.0,Males,19.0,C43,30,34,Mortality
Melanoma of the skin,1993.0,Males,20.0,C43,35,39,Mortality
Melanoma of the skin,1993.0,Males,39.0,C43,40,44,Mortality
Melanoma of the skin,1993.0,Males,33.0,C43,45,49,Mortality
Melanoma of the skin,1993.0,Males,43.0,C43,50,54,Mortality
Melanoma of the skin,1993.0,Males,52.0,C43,55,59,Mortality
Melanoma of the skin,1993.0,Males,70.0,C43,60,64,Mortality
Melanoma of the skin,1993.0,Males,72.0,C43,65,69,Mortality
Melanoma of the skin,1993.0,Males,77.0,C43,70,74,Mortality
Melanoma of the skin,1993.0,Males,65.0,C43,75,79,Mortality
Melanoma of the skin,1993.0,Males,45.0,C43,80,84,Mortality
Melanoma of the skin,1993.0,Males,18.0,C43,85,89,Mortality
Melanoma of the skin,1993.0,Males,10.0,C43,90,100,Mortality
Melanoma of the skin,1994.0,Males,0.0,C43,0,4,Mortality
Melanoma of the skin,1994.0,Males,0.0,C43,5,9,Mortality
Melanoma of the skin,1994.0,Males,0.0,C43,10,14,Mortality
Melanoma of the skin,1994.0,Males,1.0,C43,15,19,Mortality
Melanoma of the skin,1994.0,Males,4.0,C43,20,24,Mortality
Melanoma of the skin,1994.0,Males,5.0,C43,25,29,Mortality
Melanoma of the skin,1994.0,Males,12.0,C43,30,34,Mortality
Melanoma of the skin,1994.0,Males,22.0,C43,35,39,Mortality
Melanoma of the skin,1994.0,Males,39.0,C43,40,44,Mortality
Melanoma of the skin,1994.0,Males,39.0,C43,45,49,Mortality
Melanoma of the skin,1994.0,Males,43.0,C43,50,54,Mortality
Melanoma of the skin,1994.0,Males,33.0,C43,55,59,Mortality
Melanoma of the skin,1994.0,Males,68.0,C43,60,64,Mortality
Melanoma of the skin,1994.0,Males,91.0,C43,65,69,Mortality
Melanoma of the skin,1994.0,Males,84.0,C43,70,74,Mortality
Melanoma of the skin,1994.0,Males,79.0,C43,75,79,Mortality
Melanoma of the skin,1994.0,Males,57.0,C43,80,84,Mortality
Melanoma of the skin,1994.0,Males,23.0,C43,85,89,Mortality
Melanoma of the skin,1994.0,Males,9.0,C43,90,100,Mortality
Melanoma of the skin,1995.0,Males,0.0,C43,0,4,Mortality
Melanoma of the skin,1995.0,Males,0.0,C43,5,9,Mortality
Melanoma of the skin,1995.0,Males,0.0,C43,10,14,Mortality
Melanoma of the skin,1995.0,Males,3.0,C43,15,19,Mortality
Melanoma of the skin,1995.0,Males,1.0,C43,20,24,Mortality
Melanoma of the skin,1995.0,Males,13.0,C43,25,29,Mortality
Melanoma of the skin,1995.0,Males,15.0,C43,30,34,Mortality
Melanoma of the skin,1995.0,Males,18.0,C43,35,39,Mortality
Melanoma of the skin,1995.0,Males,40.0,C43,40,44,Mortality
Melanoma of the skin,1995.0,Males,32.0,C43,45,49,Mortality
Melanoma of the skin,1995.0,Males,39.0,C43,50,54,Mortality
Melanoma of the skin,1995.0,Males,46.0,C43,55,59,Mortality
Melanoma of the skin,1995.0,Males,64.0,C43,60,64,Mortality
Melanoma of the skin,1995.0,Males,75.0,C43,65,69,Mortality
Melanoma of the skin,1995.0,Males,75.0,C43,70,74,Mortality
Melanoma of the skin,1995.0,Males,96.0,C43,75,79,Mortality
Melanoma of the skin,1995.0,Males,49.0,C43,80,84,Mortality
Melanoma of the skin,1995.0,Males,29.0,C43,85,89,Mortality
Melanoma of the skin,1995.0,Males,6.0,C43,90,100,Mortality
Melanoma of the skin,1996.0,Males,0.0,C43,0,4,Mortality
Melanoma of the skin,1996.0,Males,0.0,C43,5,9,Mortality
Melanoma of the skin,1996.0,Males,0.0,C43,10,14,Mortality
Melanoma of the skin,1996.0,Males,2.0,C43,15,19,Mortality
Melanoma of the skin,1996.0,Males,2.0,C43,20,24,Mortality
Melanoma of the skin,1996.0,Males,10.0,C43,25,29,Mortality
Melanoma of the skin,1996.0,Males,15.0,C43,30,34,Mortality
Melanoma of the skin,1996.0,Males,27.0,C43,35,39,Mortality
Melanoma of the skin,1996.0,Males,19.0,C43,40,44,Mortality
Melanoma of the skin,1996.0,Males,39.0,C43,45,49,Mortality
Melanoma of the skin,1996.0,Males,40.0,C43,50,54,Mortality
Melanoma of the skin,1996.0,Males,31.0,C43,55,59,Mortality
Melanoma of the skin,1996.0,Males,55.0,C43,60,64,Mortality
Melanoma of the skin,1996.0,Males,83.0,C43,65,69,Mortality
Melanoma of the skin,1996.0,Males,68.0,C43,70,74,Mortality
Melanoma of the skin,1996.0,Males,88.0,C43,75,79,Mortality
Melanoma of the skin,1996.0,Males,56.0,C43,80,84,Mortality
Melanoma of the skin,1996.0,Males,37.0,C43,85,89,Mortality
Melanoma of the skin,1996.0,Males,10.0,C43,90,100,Mortality
Melanoma of the skin,1997.0,Males,0.0,C43,0,4,Mortality
Melanoma of the skin,1997.0,Males,0.0,C43,5,9,Mortality
Melanoma of the skin,1997.0,Males,0.0,C43,10,14,Mortality
Melanoma of the skin,1997.0,Males,1.0,C43,15,19,Mortality
Melanoma of the skin,1997.0,Males,2.0,C43,20,24,Mortality
Melanoma of the skin,1997.0,Males,4.0,C43,25,29,Mortality
Melanoma of the skin,1997.0,Males,10.0,C43,30,34,Mortality
Melanoma of the skin,1997.0,Males,14.0,C43,35,39,Mortality
Melanoma of the skin,1997.0,Males,31.0,C43,40,44,Mortality
Melanoma of the skin,1997.0,Males,40.0,C43,45,49,Mortality
Melanoma of the skin,1997.0,Males,42.0,C43,50,54,Mortality
Melanoma of the skin,1997.0,Males,46.0,C43,55,59,Mortality
Melanoma of the skin,1997.0,Males,60.0,C43,60,64,Mortality
Melanoma of the skin,1997.0,Males,84.0,C43,65,69,Mortality
Melanoma of the skin,1997.0,Males,79.0,C43,70,74,Mortality
Melanoma of the skin,1997.0,Males,76.0,C43,75,79,Mortality
Melanoma of the skin,1997.0,Males,65.0,C43,80,84,Mortality
Melanoma of the skin,1997.0,Males,17.0,C43,85,89,Mortality
Melanoma of the skin,1997.0,Males,6.0,C43,90,100,Mortality
Melanoma of the skin,1998.0,Males,0.0,C43,0,4,Mortality
Melanoma of the skin,1998.0,Males,0.0,C43,5,9,Mortality
Melanoma of the skin,1998.0,Males,0.0,C43,10,14,Mortality
Melanoma of the skin,1998.0,Males,0.0,C43,15,19,Mortality
Melanoma of the skin,1998.0,Males,1.0,C43,20,24,Mortality
Melanoma of the skin,1998.0,Males,11.0,C43,25,29,Mortality
Melanoma of the skin,1998.0,Males,13.0,C43,30,34,Mortality
Melanoma of the skin,1998.0,Males,21.0,C43,35,39,Mortality
Melanoma of the skin,1998.0,Males,22.0,C43,40,44,Mortality
Melanoma of the skin,1998.0,Males,41.0,C43,45,49,Mortality
Melanoma of the skin,1998.0,Males,48.0,C43,50,54,Mortality
Melanoma of the skin,1998.0,Males,38.0,C43,55,59,Mortality
Melanoma of the skin,1998.0,Males,73.0,C43,60,64,Mortality
Melanoma of the skin,1998.0,Males,73.0,C43,65,69,Mortality
Melanoma of the skin,1998.0,Males,110.0,C43,70,74,Mortality
